Log analysis
2021-02-11 13:50:22 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:50:22 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 58632 5355 0 - - - - - - - SEND
2021-02-11 13:50:22 ALLOW UDP 192.168.56.1 224.0.0.252 58632 5355 0 - - - - - - - SEND
2021-02-11 13:50:22 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 58632 5355 0 - - - - - - - SEND
2021-02-11 13:50:22 ALLOW UDP 192.168.99.1 224.0.0.252 58632 5355 0 - - - - - - - SEND
2021-02-11 13:50:24 ALLOW UDP 192.168.99.1 192.168.99.255 137 137 0 - - - - - - - SEND
2021-02-11 13:50:24 ALLOW UDP 192.168.99.1 192.168.99.255 137 137 0 - - - - - - - RECEIVE
2021-02-11 13:50:25 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::c 60375 1900 0 - - - - - - - SEND
2021-02-11 13:50:25 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::c 60376 1900 0 - - - - - - - SEND
2021-02-11 13:50:25 ALLOW UDP ::1 ff02::c 60377 1900 0 - - - - - - - SEND
2021-02-11 13:50:31 ALLOW TCP 127.0.0.1 127.0.0.1 49923 9487 0 - 0 0 0 - - - SEND
2021-02-11 13:50:31 ALLOW TCP 127.0.0.1 127.0.0.1 49923 9487 0 - 0 0 0 - - - RECEIVE
2021-02-11 13:50:45 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 64608 5355 0 - - - - - - - SEND
2021-02-11 13:50:45 ALLOW UDP 192.168.56.1 224.0.0.252 64608 5355 0 - - - - - - - SEND
2021-02-11 13:50:45 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 64608 5355 0 - - - - - - - SEND
2021-02-11 13:50:45 ALLOW UDP 192.168.99.1 224.0.0.252 64608 5355 0 - - - - - - - SEND
2021-02-11 13:50:45 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 55098 5355 0 - - - - - - - SEND
2021-02-11 13:50:45 ALLOW UDP 192.168.56.1 224.0.0.252 55098 5355 0 - - - - - - - SEND
2021-02-11 13:50:45 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 55098 5355 0 - - - - - - - SEND
2021-02-11 13:50:45 ALLOW UDP 192.168.99.1 224.0.0.252 55098 5355 0 - - - - - - - SEND
2021-02-11 13:50:47 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 64628 5355 0 - - - - - - - SEND
2021-02-11 13:50:47 ALLOW UDP 192.168.56.1 224.0.0.252 64628 5355 0 - - - - - - - SEND
2021-02-11 13:50:47 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 64628 5355 0 - - - - - - - SEND
2021-02-11 13:50:47 ALLOW UDP 192.168.99.1 224.0.0.252 64628 5355 0 - - - - - - - SEND
2021-02-11 13:50:47 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 58095 5355 0 - - - - - - - SEND
2021-02-11 13:50:47 ALLOW UDP 192.168.56.1 224.0.0.252 58095 5355 0 - - - - - - - SEND
2021-02-11 13:50:47 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 58095 5355 0 - - - - - - - SEND
2021-02-11 13:50:47 ALLOW UDP 192.168.99.1 224.0.0.252 58095 5355 0 - - - - - - - SEND
2021-02-11 13:50:48 ALLOW ICMP fe80::9887:fc1b:694b:a6dc ff02::16 - - 0 - - - - 143 0 - SEND
2021-02-11 13:50:50 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 56048 5355 0 - - - - - - - SEND
2021-02-11 13:50:50 ALLOW UDP 192.168.56.1 224.0.0.252 56048 5355 0 - - - - - - - SEND
2021-02-11 13:50:50 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 56048 5355 0 - - - - - - - SEND
2021-02-11 13:50:50 ALLOW UDP 192.168.99.1 224.0.0.252 56048 5355 0 - - - - - - - SEND
2021-02-11 13:50:50 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 53721 5355 0 - - - - - - - SEND
2021-02-11 13:50:50 ALLOW UDP 192.168.56.1 224.0.0.252 53721 5355 0 - - - - - - - SEND
2021-02-11 13:50:50 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 53721 5355 0 - - - - - - - SEND
2021-02-11 13:50:50 ALLOW UDP 192.168.99.1 224.0.0.252 53721 5355 0 - - - - - - - SEND
2021-02-11 13:50:56 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 55079 5355 0 - - - - - - - SEND
2021-02-11 13:50:56 ALLOW UDP 192.168.56.1 224.0.0.252 55079 5355 0 - - - - - - - SEND
2021-02-11 13:50:56 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 55079 5355 0 - - - - - - - SEND
2021-02-11 13:50:56 ALLOW UDP 192.168.99.1 224.0.0.252 55079 5355 0 - - - - - - - SEND
2021-02-11 13:50:56 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 64712 5355 0 - - - - - - - SEND
2021-02-11 13:50:56 ALLOW UDP 192.168.56.1 224.0.0.252 64712 5355 0 - - - - - - - SEND
2021-02-11 13:50:56 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 64712 5355 0 - - - - - - - SEND
2021-02-11 13:50:56 ALLOW UDP 192.168.99.1 224.0.0.252 64712 5355 0 - - - - - - - SEND
2021-02-11 13:51:05 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 61777 5355 0 - - - - - - - SEND
2021-02-11 13:51:05 ALLOW UDP 192.168.56.1 224.0.0.252 61777 5355 0 - - - - - - - SEND
2021-02-11 13:51:05 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 61777 5355 0 - - - - - - - SEND
2021-02-11 13:51:05 ALLOW UDP 192.168.99.1 224.0.0.252 61777 5355 0 - - - - - - - SEND
2021-02-11 13:51:05 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 62607 5355 0 - - - - - - - SEND
2021-02-11 13:51:05 ALLOW UDP 192.168.56.1 224.0.0.252 62607 5355 0 - - - - - - - SEND
2021-02-11 13:51:05 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 62607 5355 0 - - - - - - - SEND
2021-02-11 13:51:05 ALLOW UDP 192.168.99.1 224.0.0.252 62607 5355 0 - - - - - - - SEND
2021-02-11 13:51:06 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 58845 5355 0 - - - - - - - SEND
2021-02-11 13:51:06 ALLOW UDP 192.168.56.1 224.0.0.252 58845 5355 0 - - - - - - - SEND
2021-02-11 13:51:06 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 58845 5355 0 - - - - - - - SEND
2021-02-11 13:51:06 ALLOW UDP 192.168.99.1 224.0.0.252 58845 5355 0 - - - - - - - SEND
2021-02-11 13:51:06 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 62579 5355 0 - - - - - - - SEND
2021-02-11 13:51:06 ALLOW UDP 192.168.56.1 224.0.0.252 62579 5355 0 - - - - - - - SEND
2021-02-11 13:51:06 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 62579 5355 0 - - - - - - - SEND
2021-02-11 13:51:06 ALLOW UDP 192.168.99.1 224.0.0.252 62579 5355 0 - - - - - - - SEND
2021-02-11 13:51:11 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 50409 5355 0 - - - - - - - SEND
2021-02-11 13:51:11 ALLOW UDP 192.168.56.1 224.0.0.252 50409 5355 0 - - - - - - - SEND
2021-02-11 13:51:11 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 50409 5355 0 - - - - - - - SEND
2021-02-11 13:51:11 ALLOW UDP 192.168.99.1 224.0.0.252 50409 5355 0 - - - - - - - SEND
2021-02-11 13:51:11 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 50655 5355 0 - - - - - - - SEND
2021-02-11 13:51:11 ALLOW UDP 192.168.56.1 224.0.0.252 50655 5355 0 - - - - - - - SEND
2021-02-11 13:51:11 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 50655 5355 0 - - - - - - - SEND
2021-02-11 13:51:11 ALLOW UDP 192.168.99.1 224.0.0.252 50655 5355 0 - - - - - - - SEND
2021-02-11 13:51:13 ALLOW UDP 0.0.0.0 255.255.255.255 68 67 0 - - - - - - - SEND
2021-02-11 13:51:13 ALLOW UDP 0.0.0.0 255.255.255.255 68 67 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:2 546 547 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW ICMP fe80::5168:525a:ec49:23b0 ff02::16 - - 0 - - - - 143 0 - SEND
2021-02-11 13:51:14 ALLOW 2 192.168.1.166 224.0.0.22 - - 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP ::1 ::1 50658 50658 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.255 137 137 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.255 137 137 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.255 137 137 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 58048 53 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 58048 53 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 51947 53 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 51947 53 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP 192.168.56.1 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.56.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP 192.168.99.1 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.99.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 58502 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 224.0.0.252 58502 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 224.0.0.252 58502 5355 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 55680 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 224.0.0.252 55680 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 51262 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 224.0.0.252 51262 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW ICMP :: ff02::1:ff49:23b0 - - 0 - - - - 135 0 - SEND
2021-02-11 13:51:14 ALLOW ICMP fe80::5168:525a:ec49:23b0 ff02::2 - - 0 - - - - 133 0 - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 65191 53 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 65191 53 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 23.217.53.16 50166 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 58797 53 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 58797 53 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 23.217.53.16 50171 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.56.1 239.255.255.250 50660 1900 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.99.1 239.255.255.250 50661 1900 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 127.0.0.1 239.255.255.250 50662 1900 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 127.0.0.1 239.255.255.250 50662 1900 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 239.255.255.250 50663 1900 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 239.255.255.250 50663 1900 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::c 50656 1900 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::c 50657 1900 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP ::1 ff02::c 50658 1900 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP ::1 ff02::c 50658 1900 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::c 50659 1900 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 52.139.172.218 50172 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 192.168.1.1 50173 5500 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 173.201.192.129 50167 993 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 173.201.192.129 50170 993 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 173.201.192.129 50168 993 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 173.201.192.129 50169 993 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.1 192.168.1.166 67 68 0 - - - - - - - RECEIVE
2021-02-11 13:51:14 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 58502 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.56.1 224.0.0.252 58502 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 58502 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.99.1 224.0.0.252 58502 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 55680 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.56.1 224.0.0.252 55680 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 55680 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.99.1 224.0.0.252 55680 5355 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 59798 53 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 13.107.4.52 50174 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 62654 53 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 40.126.18.35 50175 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 40.126.18.35 50176 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 23.217.53.16 50177 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 23.217.53.16 50179 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 59760 53 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 52515 53 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW UDP 192.168.1.166 192.168.1.1 57591 53 0 - - - - - - - SEND
2021-02-11 13:51:14 ALLOW TCP 192.168.1.166 23.221.54.249 50183 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:15 ALLOW TCP 192.168.1.166 52.221.177.230 50181 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:15 ALLOW TCP 192.168.1.166 52.221.177.230 50180 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:15 ALLOW TCP 192.168.1.166 18.158.0.228 50182 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:15 ALLOW ICMP fe80::5168:525a:ec49:23b0 ff02::1 - - 0 - - - - 136 0 - SEND
2021-02-11 13:51:15 ALLOW UDP 192.168.56.1 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:15 ALLOW UDP 192.168.56.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:15 ALLOW UDP 192.168.99.1 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:15 ALLOW UDP 192.168.99.1 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:15 ALLOW UDP 192.168.1.166 224.0.0.251 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:15 ALLOW UDP 192.168.1.166 224.0.0.251 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:15 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:15 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:15 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:15 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:15 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::fb 5353 5353 0 - - - - - - - SEND
2021-02-11 13:51:15 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::fb 5353 5353 0 - - - - - - - RECEIVE
2021-02-11 13:51:15 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 58308 5355 0 - - - - - - - SEND
2021-02-11 13:51:15 ALLOW UDP 192.168.1.166 224.0.0.252 58308 5355 0 - - - - - - - SEND
2021-02-11 13:51:15 ALLOW TCP 192.168.1.166 23.217.53.16 50184 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:15 ALLOW UDP 192.168.1.166 192.168.1.1 53829 53 0 - - - - - - - SEND
2021-02-11 13:51:15 ALLOW UDP 192.168.1.166 192.168.1.1 59383 53 0 - - - - - - - SEND
2021-02-11 13:51:15 ALLOW UDP 192.168.1.166 192.168.1.1 50553 53 0 - - - - - - - SEND
2021-02-11 13:51:15 ALLOW UDP 192.168.1.166 192.168.1.1 49737 53 0 - - - - - - - SEND
2021-02-11 13:51:16 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 55737 5355 0 - - - - - - - SEND
2021-02-11 13:51:16 ALLOW UDP 192.168.1.166 224.0.0.252 55737 5355 0 - - - - - - - SEND
2021-02-11 13:51:16 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 55737 5355 0 - - - - - - - SEND
2021-02-11 13:51:16 ALLOW UDP 192.168.56.1 224.0.0.252 55737 5355 0 - - - - - - - SEND
2021-02-11 13:51:16 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 55737 5355 0 - - - - - - - SEND
2021-02-11 13:51:16 ALLOW UDP 192.168.99.1 224.0.0.252 55737 5355 0 - - - - - - - SEND
2021-02-11 13:51:16 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 60281 5355 0 - - - - - - - SEND
2021-02-11 13:51:16 ALLOW UDP 192.168.1.166 224.0.0.252 60281 5355 0 - - - - - - - SEND
2021-02-11 13:51:16 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 59940 5355 0 - - - - - - - SEND
2021-02-11 13:51:16 ALLOW UDP 192.168.1.166 224.0.0.252 59940 5355 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP 192.168.1.166 192.168.1.1 58364 53 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 51619 5355 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP 192.168.1.166 224.0.0.252 51619 5355 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 59940 5355 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 60281 5355 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP 192.168.56.1 224.0.0.252 59940 5355 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP 192.168.56.1 224.0.0.252 60281 5355 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 59940 5355 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 60281 5355 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP 192.168.99.1 224.0.0.252 59940 5355 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP 192.168.99.1 224.0.0.252 60281 5355 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP 192.168.1.166 192.168.1.1 63960 53 0 - - - - - - - SEND
2021-02-11 13:51:17 ALLOW UDP 192.168.1.166 192.168.1.1 55796 53 0 - - - - - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 40.126.18.35 50185 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 23.217.53.16 50178 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 23.221.53.65 50190 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 23.221.52.173 50191 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW UDP 192.168.1.166 192.168.1.1 62538 53 0 - - - - - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 52.139.250.253 50187 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 52.139.172.218 50186 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 23.217.53.54 50192 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 23.9.184.115 50188 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW UDP 192.168.1.166 192.168.1.1 56238 53 0 - - - - - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 23.9.184.115 50189 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 23.221.54.203 50193 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW UDP 192.168.1.166 192.168.1.1 60587 53 0 - - - - - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 52.221.177.230 50194 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW UDP 192.168.1.166 192.168.1.1 51725 53 0 - - - - - - - SEND
2021-02-11 13:51:18 ALLOW UDP 192.168.1.166 192.168.1.1 58977 53 0 - - - - - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 130.211.34.183 50196 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 23.221.53.191 50197 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW UDP 192.168.1.166 192.168.1.1 65342 53 0 - - - - - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 20.190.145.178 50199 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:18 ALLOW TCP 192.168.1.166 52.247.37.26 50198 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:19 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 51153 5355 0 - - - - - - - SEND
2021-02-11 13:51:19 ALLOW UDP 192.168.1.166 224.0.0.252 51153 5355 0 - - - - - - - SEND
2021-02-11 13:51:19 ALLOW TCP 192.168.1.166 23.221.53.191 50202 80 0 - 0 0 0 - - - SEND
2021-02-11 13:51:19 ALLOW TCP 192.168.1.166 20.54.89.106 50201 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:19 ALLOW TCP 192.168.1.166 58.251.106.185 50200 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:19 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 51153 5355 0 - - - - - - - SEND
2021-02-11 13:51:19 ALLOW UDP 192.168.56.1 224.0.0.252 51153 5355 0 - - - - - - - SEND
2021-02-11 13:51:19 ALLOW UDP fe80::2cb5:2535:ba30:cd7b ff02::1:3 51153 5355 0 - - - - - - - SEND
2021-02-11 13:51:19 ALLOW UDP 192.168.99.1 224.0.0.252 51153 5355 0 - - - - - - - SEND
2021-02-11 13:51:19 ALLOW TCP 192.168.1.166 161.69.25.95 50195 443 0 - 0 0 0 - - - SEND
2021-02-11 13:51:19 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 58386 5355 0 - - - - - - - SEND
2021-02-11 13:51:19 ALLOW UDP 192.168.1.166 224.0.0.252 58386 5355 0 - - - - - - - SEND
2021-02-11 13:51:19 ALLOW UDP fe80::5168:525a:ec49:23b0 ff02::1:3 58771 5355 0 - - - - - - - SEND
2021-02-11 13:51:19 ALLOW UDP 192.168.1.166 224.0.0.252 58771 5355 0 - - - - - - - SEND
2021-02-11 13:51:19 ALLOW UDP fe80::ada7:ab40:ad8:3f32 ff02::1:3 54480 5355 0 - - - - - - - SEND
